nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date,city,state,answer_number,dt_indx,favorite_count,retweet_count,text,game_info_flg,year,month,value,games_played,gross_winnings,job,state_id
Katie,"Katie Oliver, an administrative professional from Fredericksburg, Virginia",0,"J! Archive - Show #7238, aired 2016-02-17",Katie Oliver,an administrative professional,"Fredericksburg, Virginia",J! Archive - Show #7238,2016-02-17,Fredericksburg,Virginia,answer2,2,20.0,9.0,"2/17/16:
""I identified a lost army dog tag.""
""I fell through a floor once.""
""I train new Disney drivers.""
#Jeopardy https://t.co/25C5UAmnzX",True,2016.0,2.0,"""I fell through a floor once.""",1,0,administrative professional,VA
Tim,"Tim Kutz, a data conversion manager from Ogden, Utah",46599,"J! Archive - Show #7238, aired 2016-02-17",Tim Kutz,a data conversion manager,"Ogden, Utah",J! Archive - Show #7238,2016-02-17,Ogden,Utah,answer1,3,20.0,9.0,"2/17/16:
""I identified a lost army dog tag.""
""I fell through a floor once.""
""I train new Disney drivers.""
#Jeopardy https://t.co/25C5UAmnzX",True,2016.0,2.0,"""I identified a lost army dog tag.""",5,124600,data conversion manager,UT
Chris,"Chris Becker, a bus driver and trainer from Orlando, Florida (whose 2-day cash winnings total $27,798)",25201,"J! Archive - Show #7237, aired 2016-02-16",Chris Becker,a bus driver and trainer,"Orlando, Florida",J! Archive - Show #7237,2016-02-16,Orlando,Florida,answer3,1,20.0,10.0,"2/16/16:
""I visit minor league ballparks""
""I'm on a roller derby squad""
""It's fun to drive a Disney bus""
#Jeopardy https://t.co/f7W5DgyVOs",True,2016.0,2.0,"""It's fun to drive a Disney bus""",4,69599,bus driver trainer,FL
Manisha,"Manisha Parekh, a clinical psychologist from Charlotte, North Carolina",13500,"J! Archive - Show #7237, aired 2016-02-16",Manisha Parekh,a clinical psychologist,"Charlotte, North Carolina",J! Archive - Show #7237,2016-02-16,Charlotte,North Carolina,answer2,2,20.0,10.0,"2/16/16:
""I visit minor league ballparks""
""I'm on a roller derby squad""
""It's fun to drive a Disney bus""
#Jeopardy https://t.co/f7W5DgyVOs",True,2016.0,2.0,"""I'm on a roller derby squad""",1,13500,clinical psychologist,NC
Zach,"Zach Binney, a Ph.D. student and football analyst from Atlanta, Georgia",17001,"J! Archive - Show #7237, aired 2016-02-16",Zach Binney,a Ph.D. student and football analyst,"Atlanta, Georgia",J! Archive - Show #7237,2016-02-16,Atlanta,Georgia,answer1,3,20.0,10.0,"2/16/16:
""I visit minor league ballparks""
""I'm on a roller derby squad""
""It's fun to drive a Disney bus""
#Jeopardy https://t.co/f7W5DgyVOs",True,2016.0,2.0,"""I visit minor league ballparks""",1,17001,ph.d. student football analyst,GA
Chris,"Chris Becker, a bus driver and trainer from Orlando, Florida (whose 1-day cash winnings total $18,399)",5600,"J! Archive - Show #7236, aired 2016-02-15",Chris Becker,a bus driver and trainer,"Orlando, Florida",J! Archive - Show #7236,2016-02-15,Orlando,Florida,answer3,1,21.0,9.0,"2/15/16:
""I buy myself kids' shoes.""
""I like riding in elevators.""
""My girlfriend didn't like me shaving.""
#Jeopardy https://t.co/KBkZYe2u6f",True,2016.0,2.0,"""My girlfriend didn't like me shaving.""",4,69599,bus driver trainer,FL
Ramona,"Ramona Riddles, a substitute teacher from Fullerton, California",11400,"J! Archive - Show #7236, aired 2016-02-15",Ramona Riddles,a substitute teacher,"Fullerton, California",J! Archive - Show #7236,2016-02-15,Fullerton,California,answer2,2,21.0,9.0,"2/15/16:
""I buy myself kids' shoes.""
""I like riding in elevators.""
""My girlfriend didn't like me shaving.""
#Jeopardy https://t.co/KBkZYe2u6f",True,2016.0,2.0,"""I like riding in elevators.""",1,11400,substitute teacher,CA
Sarah,"Sarah Wright, a school librarian from Plainfield, Indiana",5000,"J! Archive - Show #7236, aired 2016-02-15",Sarah Wright,a school librarian,"Plainfield, Indiana",J! Archive - Show #7236,2016-02-15,Plainfield,Indiana,answer1,3,21.0,9.0,"2/15/16:
""I buy myself kids' shoes.""
""I like riding in elevators.""
""My girlfriend didn't like me shaving.""
#Jeopardy https://t.co/KBkZYe2u6f",True,2016.0,2.0,"""I buy myself kids' shoes.""",1,5000,school librarian,IN
Sarah,"Sarah Dubnik, a senior at the University of Pittsburgh from Jamison, Pennsylvania (subtotal of $22,001)",0,"J! Archive - Show #7235, aired 2016-02-12",Sarah Dubnik,a senior at the University of Pittsburgh,"Jamison, Pennsylvania",J! Archive - Show #7235,2016-02-12,Jamison,Pennsylvania,answer3,1,37.0,15.0,"2/12/16:
""I DJ with my roommates.""
""My mom is worried about me.""
""I probably want to travel to Spain.""
#Jeopardy https://t.co/mcgRlktRd7",True,2016.0,2.0,"""I probably want to travel to Spain.""",4,72002,senior university pittsburgh,PA
Niki,"Niki Peters, a sophomore at the University of California, Berkeley originally from Boise, Idaho (subtotal of $18,600)",13050,"J! Archive - Show #7235, aired 2016-02-12",Niki Peters,a sophomore at the University of California,"Boise, Idaho",J! Archive - Show #7235,2016-02-12,Boise,Idaho,answer2,2,37.0,15.0,"2/12/16:
""I DJ with my roommates.""
""My mom is worried about me.""
""I probably want to travel to Spain.""
#Jeopardy https://t.co/mcgRlktRd7",True,2016.0,2.0,"""My mom is worried about me.""",4,66449,sophomore university california,ID
Sam,"Sam Deutsch, a junior at the University of Southern California from Bethesda, Maryland (subtotal of $22,000)",17200,"J! Archive - Show #7235, aired 2016-02-12",Sam Deutsch,a junior at the University of Southern California,"Bethesda, Maryland",J! Archive - Show #7235,2016-02-12,Bethesda,Maryland,answer1,3,37.0,15.0,"2/12/16:
""I DJ with my roommates.""
""My mom is worried about me.""
""I probably want to travel to Spain.""
#Jeopardy https://t.co/mcgRlktRd7",True,2016.0,2.0,"""I DJ with my roommates.""",4,61801,junior university southern california,MD
Sarah,"Sarah Dubnik, a senior at the University of Pittsburgh from Jamison, Pennsylvania",22001,"J! Archive - Show #7234, aired 2016-02-11",Sarah Dubnik,a senior at the University of Pittsburgh,"Jamison, Pennsylvania",J! Archive - Show #7234,2016-02-11,Jamison,Pennsylvania,answer3,1,61.0,40.0,"2/11/16:
""I might return my sweatshirt""
""Berkeley gave me my shirt for free""
""I'm glad to represent Pitt""
#Jeopardy https://t.co/b0bKdChuLu",True,2016.0,2.0,"""I'm glad to represent Pitt""",4,72002,senior university pittsburgh,PA
Niki,"Niki Peters, a sophomore at the University of California, Berkeley originally from Boise, Idaho",18600,"J! Archive - Show #7234, aired 2016-02-11",Niki Peters,a sophomore at the University of California,"Boise, Idaho",J! Archive - Show #7234,2016-02-11,Boise,Idaho,answer2,2,61.0,40.0,"2/11/16:
""I might return my sweatshirt""
""Berkeley gave me my shirt for free""
""I'm glad to represent Pitt""
#Jeopardy https://t.co/b0bKdChuLu",True,2016.0,2.0,"""Berkeley gave me my shirt for free""",4,66449,sophomore university california,ID
Sam,"Sam Deutsch, a junior at the University of Southern California from Bethesda, Maryland",22000,"J! Archive - Show #7234, aired 2016-02-11",Sam Deutsch,a junior at the University of Southern California,"Bethesda, Maryland",J! Archive - Show #7234,2016-02-11,Bethesda,Maryland,answer1,3,61.0,40.0,"2/11/16:
""I might return my sweatshirt""
""Berkeley gave me my shirt for free""
""I'm glad to represent Pitt""
#Jeopardy https://t.co/b0bKdChuLu",True,2016.0,2.0,"""I might return my sweatshirt""",4,61801,junior university southern california,MD
Ziad,"Ziad Ali, a freshman at North Carolina State University from Oak Ridge, North Carolina",18201,"J! Archive - Show #7233, aired 2016-02-10",Ziad Ali,a freshman at North Carolina State University,"Oak Ridge, North Carolina",J! Archive - Show #7233,2016-02-10,Oak Ridge,North Carolina,answer3,1,11.0,2.0,"2/10/16:
""I want to mix poli-sci &amp; communications""
""@NeilTyson inspires me""
""I want to help with health""
#Jeopardy https://t.co/O44I2QkRLk",True,2016.0,2.0,"""I want to help with health""",2,39801,freshman north carolina state university,NC
Sarah,"Sarah Dubnik, a senior at the University of Pittsburgh from Jamison, Pennsylvania",35601,"J! Archive - Show #7233, aired 2016-02-10",Sarah Dubnik,a senior at the University of Pittsburgh,"Jamison, Pennsylvania",J! Archive - Show #7233,2016-02-10,Jamison,Pennsylvania,answer2,2,11.0,2.0,"2/10/16:
""I want to mix poli-sci &amp; communications""
""@NeilTyson inspires me""
""I want to help with health""
#Jeopardy https://t.co/O44I2QkRLk",True,2016.0,2.0,"""@NeilTyson inspires me""",4,72002,senior university pittsburgh,PA
Kate,"Kate Laubscher, a sophomore at Northeastern University from Woodside, California",14000,"J! Archive - Show #7233, aired 2016-02-10",Kate Laubscher,a sophomore at Northeastern University,"Woodside, California",J! Archive - Show #7233,2016-02-10,Woodside,California,answer1,3,11.0,2.0,"2/10/16:
""I want to mix poli-sci &amp; communications""
""@NeilTyson inspires me""
""I want to help with health""
#Jeopardy https://t.co/O44I2QkRLk",True,2016.0,2.0,"""I want to mix poli-sci &amp; communications""",2,29400,sophomore northeastern university,CA
Niki,"Niki Peters, a sophomore at the University of California, Berkeley originally from Boise, Idaho",10399,"J! Archive - Show #7231, aired 2016-02-08",Niki Peters,a sophomore at the University of California,"Boise, Idaho",J! Archive - Show #7231,2016-02-08,Boise,Idaho,answer3,1,10.0,4.0,"2/8/16
""I teach kids about sun safety.""
""I want to be another Stanford alum to win.""
""I study physiology.""
#Jeopardy https://t.co/6p6WV6gUD8",True,2016.0,2.0,"""I study physiology.""",4,66449,sophomore university california,ID
Gus,"Gus Woythaler, a senior at Stanford University from Encino, California",24800,"J! Archive - Show #7231, aired 2016-02-08",Gus Woythaler,a senior at Stanford University,"Encino, California",J! Archive - Show #7231,2016-02-08,Encino,California,answer2,2,10.0,4.0,"2/8/16
""I teach kids about sun safety.""
""I want to be another Stanford alum to win.""
""I study physiology.""
#Jeopardy https://t.co/6p6WV6gUD8",True,2016.0,2.0,"""I want to be another Stanford alum to win.""",2,36400,senior stanford university,CA
Emily,"Emily Sun, a freshman at Columbia University from San Diego, California",14000,"J! Archive - Show #7231, aired 2016-02-08",Emily Sun,a freshman at Columbia University,"San Diego, California",J! Archive - Show #7231,2016-02-08,San Diego,California,answer1,3,10.0,4.0,"2/8/16
""I teach kids about sun safety.""
""I want to be another Stanford alum to win.""
""I study physiology.""
#Jeopardy https://t.co/6p6WV6gUD8",True,2016.0,2.0,"""I teach kids about sun safety.""",2,22400,freshman columbia university,CA
Ziad,"Ziad Ali, a freshman at North Carolina State University from Oak Ridge, North Carolina",21600,"J! Archive - Show #7230, aired 2016-02-05",Ziad Ali,a freshman at North Carolina State University,"Oak Ridge, North Carolina",J! Archive - Show #7230,2016-02-05,Oak Ridge,North Carolina,answer3,1,8.0,1.0,"2/5/16:
""I coordinate the @NatlHistoryBowl""
""I held an adorable sloth in Brazil""
""I was in a male pageant""
#Jeopardy https://t.co/OCav1Bczzj",True,2016.0,2.0,"""I was in a male pageant""",2,39801,freshman north carolina state university,NC
Noah,"Noah Cowan, a freshman at Brown University from Bethesda, Maryland",13000,"J! Archive - Show #7230, aired 2016-02-05",Noah Cowan,a freshman at Brown University,"Bethesda, Maryland",J! Archive - Show #7230,2016-02-05,Bethesda,Maryland,answer2,2,8.0,1.0,"2/5/16:
""I coordinate the @NatlHistoryBowl""
""I held an adorable sloth in Brazil""
""I was in a male pageant""
#Jeopardy https://t.co/OCav1Bczzj",True,2016.0,2.0,"""I held an adorable sloth in Brazil""",1,13000,freshman brown university,MD
Niki,"Niki Peters, a sophomore at the University of California, Berkeley originally from Boise, Idaho",24400,"J! Archive - Show #7230, aired 2016-02-05",Niki Peters,a sophomore at the University of California,"Boise, Idaho",J! Archive - Show #7230,2016-02-05,Boise,Idaho,answer1,3,8.0,1.0,"2/5/16:
""I coordinate the @NatlHistoryBowl""
""I held an adorable sloth in Brazil""
""I was in a male pageant""
#Jeopardy https://t.co/OCav1Bczzj",True,2016.0,2.0,"""I coordinate the @NatlHistoryBowl""",4,66449,sophomore university california,ID
Sarah,"Sarah Dubnik, a senior at the University of Pittsburgh from Jamison, Pennsylvania",14400,"J! Archive - Show #7229, aired 2016-02-04",Sarah Dubnik,a senior at the University of Pittsburgh,"Jamison, Pennsylvania",J! Archive - Show #7229,2016-02-04,Jamison,Pennsylvania,answer3,1,21.0,9.0,"2/4/16:
""I've studied Chinese since age 4""
""I go to a small South Dakotan school""
""I'm a Pitt tour guide""
#Jeopardy https://t.co/h5ffc2PYZy",True,2016.0,2.0,"""I'm a Pitt tour guide""",4,72002,senior university pittsburgh,PA
Hannah,"Hannah Norem, a sophomore from Augustana University from Houston, Texas",22222,"J! Archive - Show #7229, aired 2016-02-04",Hannah Norem,a sophomore,Augustana University,J! Archive - Show #7229,2016-02-04,Augustana University,,answer2,2,21.0,9.0,"2/4/16:
""I've studied Chinese since age 4""
""I go to a small South Dakotan school""
""I'm a Pitt tour guide""
#Jeopardy https://t.co/h5ffc2PYZy",True,2016.0,2.0,"""I go to a small South Dakotan school""",1,22222,sophomore,
Gus,"Gus Woythaler, a senior at Stanford University from Encino, California",11600,"J! Archive - Show #7229, aired 2016-02-04",Gus Woythaler,a senior at Stanford University,"Encino, California",J! Archive - Show #7229,2016-02-04,Encino,California,answer1,3,21.0,9.0,"2/4/16:
""I've studied Chinese since age 4""
""I go to a small South Dakotan school""
""I'm a Pitt tour guide""
#Jeopardy https://t.co/h5ffc2PYZy",True,2016.0,2.0,"""I've studied Chinese since age 4""",2,36400,senior stanford university,CA
Sam,"Sam Deutsch, a junior at the University of Southern California from Bethesda, Maryland",14401,"J! Archive - Show #7228, aired 2016-02-03",Sam Deutsch,a junior at the University of Southern California,"Bethesda, Maryland",J! Archive - Show #7228,2016-02-03,Bethesda,Maryland,answer3,1,23.0,5.0,"2/3/16:
""I was a rock climb teacher""
""I jumped in Lake Michigan in winter""
""I rafted in a school fountain""
#Jeopardy https://t.co/hP68WnV0OS",True,2016.0,2.0,"""I rafted in a school fountain""",4,61801,junior university southern california,MD
Amanda,"Amanda Rosner, a freshman at Northwestern University from Sandy Springs, Georgia",13200,"J! Archive - Show #7228, aired 2016-02-03",Amanda Rosner,a freshman at Northwestern University,"Sandy Springs, Georgia",J! Archive - Show #7228,2016-02-03,Sandy Springs,Georgia,answer2,2,23.0,5.0,"2/3/16:
""I was a rock climb teacher""
""I jumped in Lake Michigan in winter""
""I rafted in a school fountain""
#Jeopardy https://t.co/hP68WnV0OS",True,2016.0,2.0,"""I jumped in Lake Michigan in winter""",1,13200,freshman northwestern university,GA
Michael,"Michael Sieja, a sophomore at Mississippi State University from Huntsville, Alabama",14400,"J! Archive - Show #7228, aired 2016-02-03",Michael Sieja,a sophomore at Mississippi State University,"Huntsville, Alabama",J! Archive - Show #7228,2016-02-03,Huntsville,Alabama,answer1,3,23.0,5.0,"2/3/16:
""I was a rock climb teacher""
""I jumped in Lake Michigan in winter""
""I rafted in a school fountain""
#Jeopardy https://t.co/hP68WnV0OS",True,2016.0,2.0,"""I was a rock climb teacher""",1,14400,sophomore mississippi state university,AL
Emily,"Emily Bingham, a senior at Wright State University from Dayton, Ohio",14000,"J! Archive - Show #7227, aired 2016-02-02",Emily Bingham,a senior at Wright State University,"Dayton, Ohio",J! Archive - Show #7227,2016-02-02,Dayton,Ohio,answer3,1,15.0,2.0,"2/2/16:
""My professor met Charles Manson""
""A lamppost was put in my floor""
""I pilgrimaged in Costa Rica""
#Jeopardy https://t.co/ee8LOdazQt",True,2016.0,2.0,"""I pilgrimaged in Costa Rica""",1,14000,senior wright state university,OH
Kevin,"Kevin Brown, a senior at Louisiana State University from Boise, Idaho",14400,"J! Archive - Show #7227, aired 2016-02-02",Kevin Brown,a senior at Louisiana State University,"Boise, Idaho",J! Archive - Show #7227,2016-02-02,Boise,Idaho,answer2,2,15.0,2.0,"2/2/16:
""My professor met Charles Manson""
""A lamppost was put in my floor""
""I pilgrimaged in Costa Rica""
#Jeopardy https://t.co/ee8LOdazQt",True,2016.0,2.0,"""A lamppost was put in my floor""",1,14400,senior louisiana state university,ID
Kate,"Kate Laubscher, a sophomore at Northeastern University from Woodside, California",15400,"J! Archive - Show #7227, aired 2016-02-02",Kate Laubscher,a sophomore at Northeastern University,"Woodside, California",J! Archive - Show #7227,2016-02-02,Woodside,California,answer1,3,15.0,2.0,"2/2/16:
""My professor met Charles Manson""
""A lamppost was put in my floor""
""I pilgrimaged in Costa Rica""
#Jeopardy https://t.co/ee8LOdazQt",True,2016.0,2.0,"""My professor met Charles Manson""",2,29400,sophomore northeastern university,CA
Adam,"Adam Antoszewski, a junior at the University of Virginia from Baltimore, Maryland",0,"J! Archive - Show #7226, aired 2016-02-01",Adam Antoszewski,a junior at the University of Virginia,"Baltimore, Maryland",J! Archive - Show #7226,2016-02-01,Baltimore,Maryland,answer3,1,25.0,2.0,"2/1/16:
""I backpacked in Europe""
""I'm part of the 30% of West Point women""
""I'm in a rock a Capella group""
#Jeopardy https://t.co/b83Y0A52Va",True,2016.0,2.0,"""I'm in a rock a Capella group""",1,0,junior university virginia,MD
Carissa,"Carissa Pekny, a senior at the U.S. Military Academy at West Point from West Lafayette, Indiana",8999,"J! Archive - Show #7226, aired 2016-02-01",Carissa Pekny,a senior at the U.S. Military Academy at West Point,"West Lafayette, Indiana",J! Archive - Show #7226,2016-02-01,West Lafayette,Indiana,answer2,2,25.0,2.0,"2/1/16:
""I backpacked in Europe""
""I'm part of the 30% of West Point women""
""I'm in a rock a Capella group""
#Jeopardy https://t.co/b83Y0A52Va",True,2016.0,2.0,"""I'm part of the 30% of West Point women""",1,8999,senior u.s. military academy west point,IN
Emily,"Emily Sun, a freshman at Columbia University from San Diego, California",8400,"J! Archive - Show #7226, aired 2016-02-01",Emily Sun,a freshman at Columbia University,"San Diego, California",J! Archive - Show #7226,2016-02-01,San Diego,California,answer1,3,25.0,2.0,"2/1/16:
""I backpacked in Europe""
""I'm part of the 30% of West Point women""
""I'm in a rock a Capella group""
#Jeopardy https://t.co/b83Y0A52Va",True,2016.0,2.0,"""I backpacked in Europe""",2,22400,freshman columbia university,CA
Mara,"Mara Apostol, a criminal defense attorney from Miami, Florida (whose 1-day cash winnings total $16,801)",2999,"J! Archive - Show #7225, aired 2016-01-29",Mara Apostol,a criminal defense attorney,"Miami, Florida",J! Archive - Show #7225,2016-01-29,Miami,Florida,answer3,1,16.0,8.0,"1/29/16:
""I was named after Sandy Koufax""
""I've given 5 gallons of blood""
""I did monthly cupcake contests""
#Jeopardy https://t.co/BVBPR1wWIF",True,2016.0,1.0,"""I did monthly cupcake contests""",2,19800,criminal defense attorney,FL
Chris,"Chris Becker, a bus driver and trainer from Orlando, Florida",18399,"J! Archive - Show #7225, aired 2016-01-29",Chris Becker,a bus driver and trainer,"Orlando, Florida",J! Archive - Show #7225,2016-01-29,Orlando,Florida,answer2,2,16.0,8.0,"1/29/16:
""I was named after Sandy Koufax""
""I've given 5 gallons of blood""
""I did monthly cupcake contests""
#Jeopardy https://t.co/BVBPR1wWIF",True,2016.0,1.0,"""I've given 5 gallons of blood""",4,69599,bus driver trainer,FL
Sandy,"Sandy Hall, a nurse residency program manager originally from Evansville, Indiana",1,"J! Archive - Show #7225, aired 2016-01-29",Sandy Hall,a nurse residency program manager originally,"Evansville, Indiana",J! Archive - Show #7225,2016-01-29,Evansville,Indiana,answer1,3,16.0,8.0,"1/29/16:
""I was named after Sandy Koufax""
""I've given 5 gallons of blood""
""I did monthly cupcake contests""
#Jeopardy https://t.co/BVBPR1wWIF",True,2016.0,1.0,"""I was named after Sandy Koufax""",1,1,nurse residency program manager originally,IN
Fred,"Fred Vaughn, an Internet operations technician from Mineral Point, Wisconsin (whose 4-day cash winnings total $65,700)",16600,"J! Archive - Show #7224, aired 2016-01-28",Fred Vaughn,an Internet operations technician,"Mineral Point, Wisconsin",J! Archive - Show #7224,2016-01-28,Mineral Point,Wisconsin,answer3,1,44.0,22.0,"1/28/16:
""I had a 32nd birthday scavenger hunt""
""I think I was named after my mom's cat""
""I dance a lot""
#Jeopardy https://t.co/5ZeEP8TPrc",True,2016.0,1.0,"""I dance a lot""",4,60400,internet operations technician,WI
Phyllis,"Phyllis Kidd, a retired teacher from Glen Ellyn, Illinois",11601,"J! Archive - Show #7224, aired 2016-01-28",Phyllis Kidd,a retired teacher,"Glen Ellyn, Illinois",J! Archive - Show #7224,2016-01-28,Glen Ellyn,Illinois,answer2,2,44.0,22.0,"1/28/16:
""I had a 32nd birthday scavenger hunt""
""I think I was named after my mom's cat""
""I dance a lot""
#Jeopardy https://t.co/5ZeEP8TPrc",True,2016.0,1.0,"""I think I was named after my mom's cat""",1,11601,retired teacher,IL
Mara,"Mara Apostol, a criminal defense attorney from Miami, Florida",16801,"J! Archive - Show #7224, aired 2016-01-28",Mara Apostol,a criminal defense attorney,"Miami, Florida",J! Archive - Show #7224,2016-01-28,Miami,Florida,answer1,3,44.0,22.0,"1/28/16:
""I had a 32nd birthday scavenger hunt""
""I think I was named after my mom's cat""
""I dance a lot""
#Jeopardy https://t.co/5ZeEP8TPrc",True,2016.0,1.0,"""I had a 32nd birthday scavenger hunt""",2,19800,criminal defense attorney,FL
Fred,"Fred Vaughn, an Internet operations technician from Mineral Point, Wisconsin (whose 3-day cash winnings total $49,600)",16100,"J! Archive - Show #7223, aired 2016-01-27",Fred Vaughn,an Internet operations technician,"Mineral Point, Wisconsin",J! Archive - Show #7223,2016-01-27,Mineral Point,Wisconsin,answer3,1,19.0,6.0,"1/27/16:
""My kid could beat me at Jeopardy!""
""Alan Alda advised me on improv.""
""I will donate to charity.""
#Jeopardy https://t.co/qQVwCM1vyi",True,2016.0,1.0,"""I will donate to charity.""",4,60400,internet operations technician,WI
Colin,"Colin West, a graduate student in physics from Port Jefferson, New York",1000,"J! Archive - Show #7223, aired 2016-01-27",Colin West,a graduate student in physics,"Port Jefferson, New York",J! Archive - Show #7223,2016-01-27,Port Jefferson,New York,answer2,2,19.0,6.0,"1/27/16:
""My kid could beat me at Jeopardy!""
""Alan Alda advised me on improv.""
""I will donate to charity.""
#Jeopardy https://t.co/qQVwCM1vyi",True,2016.0,1.0,"""Alan Alda advised me on improv.""",1,1000,graduate student physics,NY
Bianca,"Bianca Hegedus, a financial analyst from Huntingdon Valley, Pennsylvania",11201,"J! Archive - Show #7223, aired 2016-01-27",Bianca Hegedus,a financial analyst,"Huntingdon Valley, Pennsylvania",J! Archive - Show #7223,2016-01-27,Huntingdon Valley,Pennsylvania,answer1,3,19.0,6.0,"1/27/16:
""My kid could beat me at Jeopardy!""
""Alan Alda advised me on improv.""
""I will donate to charity.""
#Jeopardy https://t.co/qQVwCM1vyi",True,2016.0,1.0,"""My kid could beat me at Jeopardy!""",1,11201,financial analyst,PA
Fred,"Fred Vaughn, an Internet operations technician from Mineral Point, Wisconsin (whose 2-day cash winnings total $36,300)",13300,"J! Archive - Show #7222, aired 2016-01-26",Fred Vaughn,an Internet operations technician,"Mineral Point, Wisconsin",J! Archive - Show #7222,2016-01-26,Mineral Point,Wisconsin,answer3,1,26.0,4.0,"1/26/16:
""I write religious speeches.""
""I rode on a Zamboni as homecoming queen.""
""I like gardening.""
#Jeopardy https://t.co/joF5fkpwAT",True,2016.0,1.0,"""I like gardening.""",4,60400,internet operations technician,WI
Sonam,"Sonam Shah, a healthcare consultant originally from Greenville, South Carolina",3999,"J! Archive - Show #7222, aired 2016-01-26",Sonam Shah,a healthcare consultant originally,"Greenville, South Carolina",J! Archive - Show #7222,2016-01-26,Greenville,South Carolina,answer2,2,26.0,4.0,"1/26/16:
""I write religious speeches.""
""I rode on a Zamboni as homecoming queen.""
""I like gardening.""
#Jeopardy https://t.co/joF5fkpwAT",True,2016.0,1.0,"""I rode on a Zamboni as homecoming queen.""",1,3999,healthcare consultant originally,SC
Gerry,"Gerry Matatics, a speaker and writer from Scranton, Pennsylvania",2,"J! Archive - Show #7222, aired 2016-01-26",Gerry Matatics,a speaker and writer,"Scranton, Pennsylvania",J! Archive - Show #7222,2016-01-26,Scranton,Pennsylvania,answer1,3,26.0,4.0,"1/26/16:
""I write religious speeches.""
""I rode on a Zamboni as homecoming queen.""
""I like gardening.""
#Jeopardy https://t.co/joF5fkpwAT",True,2016.0,1.0,"""I write religious speeches.""",1,2,speaker writer,PA
Kyle,"Kyle Webb, a veterinary clinical pathologist originally from Boyertown, Pennsylvania (whose 3-day cash winnings total $45,200)",6400,"J! Archive - Show #7220, aired 2016-01-22",Kyle Webb,a veterinary clinical pathologist originally,"Boyertown, Pennsylvania",J! Archive - Show #7220,2016-01-22,Boyertown,Pennsylvania,answer3,1,24.0,6.0,"1/22/16:
""I help not-so-tech-savvy folks get online.""
""I do Olympic ski runs.""
""I got married at a zoo.""
#Jeopardy https://t.co/iHTi7TYyos",True,2016.0,1.0,"""I got married at a zoo.""",4,31402,veterinary clinical pathologist originally,PA
Demi,"Demi Hueth, a law student from New York, New York",16000,"J! Archive - Show #7220, aired 2016-01-22",Demi Hueth,a law student,"New York, New York",J! Archive - Show #7220,2016-01-22,New York,New York,answer2,2,24.0,6.0,"1/22/16:
""I help not-so-tech-savvy folks get online.""
""I do Olympic ski runs.""
""I got married at a zoo.""
#Jeopardy https://t.co/iHTi7TYyos",True,2016.0,1.0,"""I do Olympic ski runs.""",1,16000,law student,NY
Fred,"Fred Vaughn, an Internet operations technician from Mineral Point, Wisconsin",14400,"J! Archive - Show #7220, aired 2016-01-22",Fred Vaughn,an Internet operations technician,"Mineral Point, Wisconsin",J! Archive - Show #7220,2016-01-22,Mineral Point,Wisconsin,answer1,3,24.0,6.0,"1/22/16:
""I help not-so-tech-savvy folks get online.""
""I do Olympic ski runs.""
""I got married at a zoo.""
#Jeopardy https://t.co/iHTi7TYyos",True,2016.0,1.0,"""I help not-so-tech-savvy folks get online.""",4,60400,internet operations technician,WI
Kyle,"Kyle Webb, a veterinary clinical pathologist originally from Boyertown, Pennsylvania (whose 2-day cash winnings total $27,999)",17201,"J! Archive - Show #7219, aired 2016-01-21",Kyle Webb,a veterinary clinical pathologist originally,"Boyertown, Pennsylvania",J! Archive - Show #7219,2016-01-21,Boyertown,Pennsylvania,answer3,1,50.0,22.0,"1/21/16:
""I kissed the Blarney Stone.""
""I write reviews for Lifetime movies.""
""I'm a shark blood expert.""
#Jeopardy https://t.co/yqhWB18eGl",True,2016.0,1.0,"""I'm a shark blood expert.""",4,31402,veterinary clinical pathologist originally,PA
Russell,"Russell Allen, a public health program manager originally from Yarmouth, Massachusetts",1,"J! Archive - Show #7219, aired 2016-01-21",Russell Allen,a public health program manager originally,"Yarmouth, Massachusetts",J! Archive - Show #7219,2016-01-21,Yarmouth,Massachusetts,answer2,2,50.0,22.0,"1/21/16:
""I kissed the Blarney Stone.""
""I write reviews for Lifetime movies.""
""I'm a shark blood expert.""
#Jeopardy https://t.co/yqhWB18eGl",True,2016.0,1.0,"""I write reviews for Lifetime movies.""",1,1,public health program manager originally,MA
Jennifer,"Jennifer Sterling, an I.T. specialist from Burbank, California",0,"J! Archive - Show #7219, aired 2016-01-21",Jennifer Sterling,an I.T. specialist,"Burbank, California",J! Archive - Show #7219,2016-01-21,Burbank,California,answer1,3,50.0,22.0,"1/21/16:
""I kissed the Blarney Stone.""
""I write reviews for Lifetime movies.""
""I'm a shark blood expert.""
#Jeopardy https://t.co/yqhWB18eGl",True,2016.0,1.0,"""I kissed the Blarney Stone.""",1,0,i.t. specialist,CA
